input,output,instruction,Label,length
"Waarmeede de confessant sijn vrijwillige confessie ijndigende, betuigd derselver inhoud de suivere en opregte waarheijt is behelsende.","With which the confessant ended his voluntary confession, declaring it to be the whole and honest truth.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",6,17
"Soo neen waarom het hoofd van de wassers, de wassers Jaco, Manuel, en Barido daartegen geweest zijn?","If not, why the chief of the wassers, the wassers Jaco, Manuel and Barido, were opposed to this?","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",5,17
"Hoe schaadelijk het steelen op en aanhouden van vrij menschen als ook het debaucheren en vervoeren van lijfeigenen voor een ieder der in en opgezeetene al zeedert veele tijden herwaards bevonden,",How damaging the stealing and retaining of free humans and also the debauching and transporting of lijfeigenen for each and every inhabitant who has resided here for a long time.,"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",2,31
"s hij Antij weder van daar vertrocken, en in sijn huijs komende gesien, dat eenige Nairos van sijn hoogheid voorm: voor sijn huijs waeren, die bereets alle sijne goederen /:bestaande in een vis net waerdig 700. fan:s, en 600 klappers gerekent op 120. d:os::/ g’arresteert, en meede genoomen he[bben] dewelke hem Antij nevens sijn vrouw en dogter ook willende meede neem[en] heeft hij met sijn huijs gesin, dien selvden nagt, uit vreese van in arrest te sullen geraeken de vlugt naer Cranganoor bij den commandant aldaar genomen, en hem ’t voorenstaende bekent gemaekt en vervolgens verstaan hebbende, dat den gev: van Chettua gekomen sijnde, sig op Paroe was onthoudende, is hij Antij naer derwaerts gegaan, en den koning van dat land over ’t vervoeren, en verkopen van voorschreven jongen, door den gev: klagtig gevallen.","He, Antij, then again departed from there, and arriving at his house he saw that some Nairos of His Highness were standing before his aforementioned house, who had already confiscated and taken all his goods (being a fishnet worth 700 fanums, and 600 klappers valued at 120 fanums), and as they intended to take him, Antij, and his wife and daughter too, he fled that same night out of fear of being arrested to the commander at Cranganoor, and confessed to him the aforesaid. When he then heard that the prisoner had left Chettua, and was now at Paroe, he, Anthij, went there and had complained to the King of his land about the transport and selling of the aforementioned jongen by the prisoner.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",9,134
"Compareerde voor de naegen: gecommitt:de leeden uit den agtb: Raad van Justitie deser steede den heijdens Chego Coetchoe Candoe onderdaan van den koning van Cochim, woonagtig op S:t Andries; dewelke door vertaling der tolken, vrijwillig geconfesseerd ende beleeden heeft; hoe dat nu omtrend 26:’ dagen, de moor Miedij, en christen Cotchoe Anthonij, bijde op Cartigapallij woonagtig, aan hem confessant verkogt hebben, een slaven meijd gen:t Coenje Beme, voor 350. Cochimse fanums, sijnde bij het passeeren der slaven ola present geweest de christen Mocquaas Pandiel Alekel Bastiaan, en Parambil Pedro, meede op S:t Andries woonagtig; dat hij confessant de gem:, meiijd na verloop van 8. dagen, ofte nu omtrend 18. a 19. dagen geleden, nae S:t Louis brengende om te verkopen, d:o meijd had geseijd, geen slavin sij; om welke reeden den confessant deselve na S:a de Saudi aan het huis van Cotcho Pedro, brengende, desselfs soon hoorende, sij geen lijfijge, maa[r] vrije vrouw was, heeft gesegd; hiervan kennis in de stad moest geven: en den confessant sulx verstaande, meede na S:t Andries is vertrokken, om aan sijn landheer, ofte de marambin van Carraporam notitie hier van te doen, van waar ’s anderen dags afgehaald, en alhier is aangebragt geworden.","There appeared before the undermentioned delegates of the Council of Justice of this city the heathen Chego Coetchoe Candoe, subject of the king of Cochim, residing in Saint Andries, who, by translation of the interpreters, has voluntarily confessed and admitted how that now roughly 26 days ago, the Moor Miedij and Christian Cotchoe Anthoni, both residing in Cartigapallij, sold a slave meijd named Coenje Beme to him [the] confessant for 350 Cochim fanums, being present at the recording of the slave ola the Christian Mocquaas Pandiel Alekel Bastiaan and Parambil Pedro, also residing in Saint Andries; that when the confessant was bringing the mentioned meijd to Saint Louis to sell after the passing of eight days, or now roughly 18 to 19 days ago, dito meijd had said that she was not a slave, for which reason the confessant had brought her to Senhora de Saudi to the house of Cotcho Pedro, whose son, hearing that she was not a slave but a free woman, had said: this must be announced in the city; and the confessant having understood such, also left for Saint Andries in order to notify his lord or the marambin of Carraporam of this matter, from where the next day he had been collected and brought here.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",8,199
"Als gecomitt:s, [get.] W: Stuermans, S: v: Zuijlen.","As delegates, [signed] W. Stuermans, S. v. Zuijlen.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",6,8
"Antw: Neen, daer ben ik niet in staat toe.","Answer: No, I am not capable to do so.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",9,9
Wat antwoord denselven daar op heeft gegeven?,What answer he gave to that?,"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",7,7
Of den meede gev: Miram swager van den gev: is.,Whether the fellow prisoner Miram is the brother-in-law of the prisoner?,"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",5,10
Dit is [get.] door Madi zelfs gesteld.,This is [signed] set down by Madi with her own hand.,"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",2,7
"Implorerende op ende in alles etc:a, [get.] N:s Bowijn.","Imploring on and in everything etcetera, [signed] N.s Bowijn.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",5,9
Ja op al wat haar gevraagd is heeden.,"Yes, to everything that was asked now.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",2,8
"Mij present, [get.] H: Koller, secret:s.","In my presence, [signed] H. Koller, Secretary.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",3,6
Indien den eijsscher gew: Chego niet uijt desselfs huijs had laten halen.,If the eijsscher had not sent for the mentioned Chego to his house.,"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",10,12
"Compareerde voor de naergenoemde gecommitteerde leeden uijt den E:agtb: Raed van Justitie binnen de stad Cochim den Canniaen Ittij geboortig van Coeroerraddoe, oud 38: jaeren onderdaen van de koninginne van Cochim, thans ‘sheeren gev: den welken door vertaeling van den ondertolk Balthazar den Brouwer vrijwillig geconfesseert ende beleden heeft, dat hij gev: nu eenige tijd geleden, vermits niet wel bij sijn gesigt was, voorgenomen heeft met zijn swager sijnde den klager Comen na des gev:s broeder Conden woonagtig op Illewene sig te begeven, ten eijnde sijn gev:s gesigt aldaer te doen genesen, dat derhalven aldaer gekomen sijnde, hebben sij bevonden dat bovengemelte Conden niet te huijs, maer na Angecaimael tot het verrigten van sijn affaires vertrocken was, dat den gev: nevens sijn swager daer op naer Paloertij sijn gegaen, om vervolgens na evengem: Angecaimael over te vaeren, dog tot Paloertij ten huijse van den aldaer woonende Caniaen gekomen wesende hebben sij daer gevonden den mede gev: Ittinaen, dat desen als doen den confessant heeft voorgeslagen om dik gem: sijn swaeger te verkoopen en het geld onder haer beijde te verdeelen, dat den confessant sulx bewilligt hebbende, alsoo te saemen met hun drie binnen de stad zijn gekomen, als wanneer den mede gev: Ittinaen zeker persoon den confessant onbekend op straet heeft aengesprooken, met wien hij Ittinaen over de prijs niet kunnende accordeeren, voorts na zeker huijs daer drank verkogt werd /:betekenende de groote schagerije/ sijn gegaen, alwaer meer gerepte Ittinaen met een ander persoon sijnde een Toepas den gev: insgelijx onbekend, over de prijs is eens geworden, waer na sij tesaemen door desen Toepas na den E: fiscael sijn gebragt, daer sijnde wierden sij g’examineerd, en na dat een iders naem opgeschreven was na ’t gevangen huijs gesonden geworden.
 ","There appeared before the undermentioned delegated members of the honourable Council of Justice in the city of Cochim the Canniaen Ittij, born at Coeroerraddoe, age 38 years, subject of the queen of Cochim, currently their honours’ prisoner who by translation of the junior interpreter Balthazar den Brouwer voluntary confessed and admitted that some time ago he, the prisoner, as he had problems with his sight, had intended with his brother-in-law, being the complainant Comen, to go to the prisoner’s brother Conden, residing in Illewene, in order to treat the prisoner’s sight there, that therefore having arrived there, they had found that the above mentioned Conden was not at home, but had left for Angecaimael to conduct his affairs, that thereupon the prisoner and his brother-in-law went to Paloertij, to sail over to the said Angecaimael, but having come to Paloertij at the house of the Caniaen living there, they found the co-prisoner Ittinaen there, that he then proposed to the confessant to sell his oft- mentioned brother-in-law and to divide the money among them both, that the confessant having agreed to this, the three thus having arrived in the city together, when the co-prisoner Ittinaen approached a certain person unknown to the confessant, with whom Ittinaen could not reach agreement on the price, then went to a certain house where liquor was sold (meaning the big schagerije), where the oft-mentioned Ittinaen agreed on the price with another person, being a Toepas also unknown to the prisoner, after which they were all together brought to the honourable fiscal by this Toepas, there they were examined, and after everyone’s name was written down they were sent to prison.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",4,289
"Compareerden voor de naargen: gecommitteer[de] leeden uit den agtb: Raad van Justitie deser steede, de christen wassers Jaco, Manuel, en Barido, nevens het hoofd derselven in name Manuel, alle woonagtig op Pagodinjo, dewelke ter requisitie van den ondercoopman, en fiscaal deses commandements Nicolaas Bowijn, onder verthoning van de gev: mooren Miraan, en Miran Polle, die sij verklaren de ijgenste tewesen, van dewelke in desen sijn sprekende, door vertaling van den jongtolk verclaarden waar ende waaragtig tewesen teweeten, de drie eerste attestanten verklaren, dat nu omtrend drie maanden geleden, den meede wasser Maden, inwoonder tot Calicoilan een moors vroumensch gebragt heeft op Pagodinjo, ten huise van den tweeden attestant Barido, en nae een verblijf van 10 a 12 dagen daar ook verscheenen, om schoon goed tehaalen, twee mooren den eene gen:t Miraan, en den andere Miran Polle, beijde dienaren van den joods koopman Ezekiel Rhabbij; dat den eerstgem: Miraam dat vroumensch aansiende, haar ten eersten vatte, en door de attestanten gevraagt sijnde, waarom hij sulx deede? antwoorde de tweede moor Miran Poele; dat sij de slavin was van sijn makker, daarbij voegende; dat soo sij attestanten genegen waaren, haar 25. fanums tegeven, zij de meijd weder souden laten lopen; dat de deposanten verklarende geen fanums hadden, de mooren met de meijd sijn heenen gegaan.","There appeared before the undermentioned delegated members of the Council of Justice of this city, the Christian wassers Jaco, Manuel and Barido, along with their chief called Manuel, all residing in Pagodinjo, who on request of the second merchant and fiscal of this Doman, Nicolaas Bowijn, on display of the prisoners Moors Miraan, and Miran Poela, whom they all declared to be the same that are mentioned here, by translation of the junior interpreter declared to be true and truthful, namely the first three testifiers declare, that now around three months ago, the fellow wasser Maden, resident of Calicoilan, brought with him a Moorish woman to Pagodinjo, to the house of the second testifier Barido, and after a stay of ten to twelve days there also appeared two Moors, one named Miraan, and the other Miran Polle, both servants of the Jewish merchant Ezekiel Rhabbij, to collect clean laundry; that the first mentioned Miraam, seeing that woman grabbed her firstly, and was asked by the testifiers, why he did such a thing? The second Moor Miran Poele answered that she was the slave of his friend, adding that if the testifiers were inclined to it, to give them 25 fanums, so they would let the meijd go free; that when the deponents declared that they did not have fanums, the Moors had taken the meijd with them and left.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",5,213
"Ontslaet den g’arresteerden aanklager Comen vrij, ende liber uijt sijn arrest, en verklaart de gevangens in den hoofde deses gem: volkomen schuldig aan schandelijk menschen diefte, en ordonneert oversulx, dat gem: Caniaens, met goedvinden, ende believen der hoogen overighijt dezer custe, aan haeren wettigen heer, en competente regter den koning van Cochim sullen werden overgegeven ter sodaanigen straffe, als haere hijdense weteen in cas subject komen te dicteeren, cum expensis, met ontsegginge voor het overige etc:a.","Acquits the arrested complainant Comen free, and liber from his arrest, and declares the prisoners mentioned in the heading of this fully guilty of disgraceful human theft and ordains as such, that mentioned Caniaens, with permission and the grace of the high government of this coast, will be handed over to their lawful lord and competent judge the king of Cochim for such punishment as their heathen laws will dictate in cas subject, cum expensis, denying the rest etcetera.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",4,76
"Uweled: achtb:s tot hier aan toe door den rat: off: eijscher aangetoond zijnde, dat door den eerste gevangen een vrijmensch gestoolen is geweest, en door hem bij den tweede gevangene te koop gebragt, vervolgens aldaar 4. a 5. daagen om weeder te verkoopen is aangehouden geworden,","You honourable gentlemen, having been now shown by the eijscher in his official capacity that a free person has been stolen by the first prisoner, and put up for sale with the second prisoner by him, afterwards was kept there for 4 or 5 days to be sold again,","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",2,46
"Aldus gerecolleerd en gepersisteerd binnen de stad Koetsiem; ter ordinaire Raadkamer der Justietsie, in de tegenwoordigheid van den gevangen Barkie, op dinsdag den 31:e juli 1792. in praesentsie van d:e:s Pieter Elsendorp en Johan Christiaan Frischbier, leden.","Thus verified and persisted with in the city of Koetsiem; in the ordinary Chamber of Council of Justice, in the presence of the prisoner Barkie, on Tuesday, 31 July 1792 in [the] presence of the honourable Pieter Elsendorp and Johan Christiaan Frischbier, members.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",2,37
"Antw: Ja hij is getrouwt en, woonagtig tot Covertij.","Answer: Yes, he is married and, residing at Covertij.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",9,9
"en zulks soo veel temeer, vermits den gev: aanstonds 15: fan:s op de koop
eijschte
wuste hij niet dat men geen slaven tekoop brengt, sonder het beweijs daar van
meede te brengen.","And such all the more, since the prisoner immediately demanded 15 fanums
for the sale, did he not know that one does not put slaves up for sale without providing the proof?","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",10,32
"Als gecomitteerden, [get.] P: Elstendorp, J: C: Frischbier.","As delegates, [signed] P. Elstendorp, J. C. Frischbier.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",2,8
"[. . .] en d[. . .]ooge[. . .] [. . .], cum expensis.","[. . . and the High. . .], cum expensis.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",9,14
"Aldus gedaen en gepasseert binnen de stad Cochim ter ordinaris Raadcamer van den agtb: Raad van Justitie op den 20: aug:o 1737 in presentie van den opperchirurgijn Jan de Bruijn en boekhouder Cornelis Hendriksz: Oudewater, beijde uijt Raed voorm: die de minute nevens den confessant voorsch: ondertolk en mij sec:s hebben ondertekend.","Thus done and recorded within the city of Cochim at the ordinary Chamber of Council of the honourable Council of Justice on 20 August 1737 in the presence of the chief surgeon Jan de Bruijn and bookkeeper Cornelis Hendriksz. Oudewater, both members of the aforementioned Council, who have signed the original of this together with the confessant, aforementioned interpreter and me the secretary.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",3,52
"Dit dan zijnde den schandeleuse en gants vervoeijelijke daat met opset, niet alleen omtrent zijn even mensch maar ook aan zijn eijgen famielie gepleegt.","This, then, being a scandalous and abominable deliberate act, committed not only against his fellow human being but also against his own family.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",1,24
"Antw: Ik heb den gev: wel gesien, maar egter bevoorens geen kennis met hem gehad.","Answer: I have seen the prisoner, but was not familiar with him before.","You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",10,15
