Label,length,input,human-expert,Llama & Assistant,Llama 3 Unsloth,mistral unsloth,mistral-7B-instruct-v0.3,,,Evaluation Human-expert,Evaluation Llama& Assistant,Llama 3 Unsloth,Mistral Unsloth,Mistral Base
5,11,Antw: Hij heeft geen seeker getal maar wel eenige fanums geijscht?,"Answer: He did not demand a certain number, but at least some fanums?",['Answer: He has not given a certain number but has eijscht several'],['Answer: He did not give any seeker but did ask for some fanums'],"['Answer: He did not demand a certain number, but did demand some fanums']",['Answer: Does he not have a seeker number but has he issued some pro'],,,1. yes 2. no 3. yes 4. yes,1. yes 2. no 3. no 4. yes did not translate Eischt and 'Fanums' was lost,1. yes 2. yes 3. yes 4. yes. 'seeker' was not translated 'getal' was lost ,1. yes 2. no 3. yes 4. yes,1. yes 2. yes 3. no 4. yes 'fanums' was not retained; 'seeker' was not translated 
5,11,"Gerecolleerde en b’eedigde attestatie van den heijdens wasser Madden, N:o 3.","Verified and sworn testimony of the heathen wasser Madden, Number 3.","['Verified and demanded declaration of the heathen wasser Madden, Number 3.']","['Verified and sworn testimony of the heathen wasser Madden, Number 3.']","['Verified and honest statement of the heathen wasser Madden, Number 3.']","['Certified and sworn affidavit of the late washerwoman Madden, No. 3.']",,,,,,,
5,11,Of den gev: wel weet dat niemand vrij luijden mag verkopen?,Whether the prisoner knows that no one can sell free persons?,['Whether the prisoner does not know that no one is allowed to freely'],['Whether the prisoner knows that no one is allowed to sell vrij lieden'],['Whether the prisoner knows that no one may sell free luijden?'],['Does the governor know that no one may freely sell their liberty?'],,,1. yes 2. no 3. yes 4. yes ,1. no 2. yes 3. yes 4. yes last part lost,1. yes 2. yes 3. yes 4. yes 'vrij lieden' not translated ,1. yes 2. no 3. yes 4. yes 'luijden' mistranslated as liberty,
10,11,Tevergeefs tragt men somtijds zig hunne natuurlijke genegentheijd tegen te zetten.,"One sometimes tries to oppose their natural inclination to no avail,","['Unfruitfully, one tries one’s best sometimes to counter one’s natural inclinations.']",['Tevergeefs tragt men somtijds zig hunne natuurlijke genegenthe'],['In vain people sometimes try to resist their natural inclination.'],"['At times, one stubbornly resists their natural inclination.']",,,,,,,
10,11,Antw: Ik heb het bedrogh al lang van te vooren ontdekt.,Answer: I already detected the deception much earlier.,['Answer: I have long before detected the deception.'],['Answer: I had discovered the deceit a long time ago.'],['Answer: I discovered the deception a long time ago.'],['Answer: I have long since discovered the deception.'],,,,,,,
8,11,Reinicus Siersma commandeur en oppergebieder der custe Malabaar Canara en Wingurla.,"Reinicus Siersma chief commander of the coasts Malabar, Canara and Wingurla,","['Reinicus Siersma chief commander and chief administrator of the Malabar, Canara and']","['Reinicus Siersma chief commander of the Malabar, Canara and Wingurla coast']","['Reinicus Siersma chief commander of the Malabar, Canara and Wingurl']","['Reinicus Siersma, commander and governor of the cost Malabar Canara and']",,,1. yes 2. no 3. yes 4. yes ,1. no 2. yes 3. no 4. yes 'wingurla' and 'custe' were dropped,1. yes 2. no 3. yes 4. yes ,1. no 2. yes 3. yes 4. yes 'custe' was lost ,1. no 2. yes 3. yes 4. yes 'custe' and 'wingurl' were lost 
9,11,"Gerecolleerde relaas van den constabel tot Chettua Christiaan Roelofsz, No 3.","Verified statement of the constabel at Chettua Christiaan Roelofsz, Number 3.","['Verified statement of the constabel to Chettua Christian Roelofsz, Number 3.']","['Verified statement of the constabel at Chettua Christiaan Roelofsz, Number 3']","['Verified statement of the constabel at Chettua Christiaan Roelofsz, Number ']","['Collected account of Constable Christian Roelofsz, No 3.']",,,,,,,
2,11,"Cochim den 4 august 1792, [get.] J: W: H: van Rossum.","Cochim, 4 August 1792, [signed] J. W. H. van Rossum.","['Cochim, 4 August 1792, [signed] J. W.']","['Cochim, 4 August 1792, [signed] J. W.']","['Cochim, 4 August 1792, [signed] J. W.']","['Cochim on the 4th of August 1792, J. W.']",,,1. yes 2. no 3. yes 4. yes,1. no 2. yes 3. no 4. yes 'van Rossum' was not retained ,1. no 2. yes 3. no 4. yes 'van Rossum' was not retained,1. no 2. yes 3. no 4. yes 'van Rossum' was not retained,1. no 2. yes 3. no 4. yes 'van Rossum' was not retained
9,12,"Gerecolleerde klagt depositie van den christen lascorijn Colatta Tarre Anti, No 1.","Verified deposition of complaint of the Christian lascorin Colatta Tarre Anti, Number 1.","['Verified deposition of complaint of the Christian lascorijn Colatta Tarre Anti, No ']","['Verified deposition of complaint of the Christian lascorin Colatta Tarre Anti, Number 1.']","['Verified deposition of complaint of the Christian lascorin Colatta Tarre Anti, Number 1']","['Deposited complaint of the Christian lawyer Colatta Tarre Anti, No 1.']",,,1. yes 2. no 3. yes 4. yes,1. yes 2. no 3. yes 4. yes,1. yes 2. no 3. yes 4. yes,1. yes 2. no 3. yes 4. yes,1. yes 2. yes 3. no 4. yes Lascorijn is mistranslated as lawyer 
8,12,"Klagt depositie van den heijdens timmermans vrouw inname Coenje Angelij, N:o 88.","Complaint deposition of the heathen timmermans wife named Coenje Angelij, Number 88.","['Deposition of complaint of the heathen timmermans’ wife, Coenje Angelij, Number']","['Deposition of complaint of the heathen timmermans woman in name Coenje Angelij,']","['Deposition of complaint of the heathen timmermans’ wife inname Coenje Angelij, Number ']","['Deposition of the widow of the timber merchant Coenje Angelij, No. 88.']",,,,,,,
8,13,"Actum in de stad Cochim den 13:e julij anno 1743, [get.] R: Siersma.","Done in the city of Cochim, 13 July 1743, [signed] R. Siersma.",['Actum in de stad Cochim den 13:e julij julij anno 1743'],"['Done in the city of Cochim on 13 July in the year 1743, [signed]']","['Done in the city of Cochim, 13 July 1743, [signed] R. S']","['Acted in the city of Cochin on the 13th of July, 1743, [']",,,1. yes 2. no 3. yes 4. yes ,1. no 2. no 3. no 4. yes 'actum' not translated 'julij' not translated and repeated name 'R.Siersma' lost,1. no 2. no  3. no 4. yes name 'R. Siersma' lost ,1. yes 2. no 3. no 4. yes name 'R. Siersma' abreviated to R.S.,1. no  2. yes  3. no 4. yes 'signed by R. Wiersma' was lost
7,13,"Waar den gev: d:o meijd heeft gebragt, of waar deselvs thans tevinden is?","Where the prisoner brought dito meijd, or where she can currently be found?","['Where the prisoner has taken the meijd to, or where she is currently to be found?']","['Where the prisoner brought the meijd, or where she can currently be found?']","['Where the prisoner has taken the dito meijd, or where she can currently be found?']","['Where has the girl brought the gift, or where is it now to be found?']",,,,,,,
10,13,Overlegt in Raade van Justitie ter steede Cochim op den 11: 9:ber 1757.,Presented in [the] Council of Justice in the city of Cochim on 11 November 1757.,['Presented in Council of Justice in the city of Cochim on 11 September 1757'],['Considered in Council of Justice in the city of Cochim on 11 October 1757.'],['Considered in the Council of Justice of the city of Cochim on 11 September 175'],['Consulted in the Council of Justice on behalf of Cochin on the 11th of September 1'],,,1. yes 2. no 3. yes 4. yes ,1. yes 2. no 3. no 4. yes month mistranslated ,1. yes 2. no 3. no 4. yes month mistranslated ,1. yes 2. no 3. no 4. yes month mistranslated,1. yes 2. no 3. no 4. yes month mistranslatedand city name spelling mistake
4,13,"Ten mijnen overstaan bij indispositie van den fiscael, [get.] H: W:n Koller, secret:s.","In my presence, by indisposition of the fiscal, [signed] H. W.n Koller, secretary.","['In my presence by indisposition of the fiscal, [signed] H. W.n Koller, secretary.']","['In my presence, by indisposition of the fiscal, [signed] H. W.n Koller, secretary']","['In my presence, by indisposition of the fiscal, [signed] H. W.n Koller, secretary.']","['In my absence, due to the indisposition of the fiscal, H: W:n Koller, the secretary.']",,,,,,,
6,14,"Voor de vertaeling, [get.] S:r Weijts, j: tolk. Gesteld bij de moor Cheko [get.].","For the translation, [signed] sir Weijts, junior interpreter. Set by the Moor Cheko [signed].","['For the translation, [signed] sir Weijts, junior interpreter. Set down by the Moor Cheko [signed].']","['For the translation, [signed] sir Weijts, junior interpreter. Set by Moor Cheko [signed].']","['For the translation, [signed] sir Weijts, junior interpreter. Set by the Moor Cheko [signed].']","['For the translation, Mr. Weijts, interpreter. Placed by the moor Cheko.']",,,1. yes 2. no 3. yes 4. yes,1. yes 2. no 3. yes 4. yes,1. yes 2. no 3. yes 4. yes,1. yes 2. no 3. yes 4. yes,1. no 2. yes 3. yes 4. yes 'junior' got lost 'gesteld' mistranslated as 'placed'
9,14,Eerstelijk of den gev: jongst voor sijn detensie op Covertij niet woonagtig is geweest?,Firstly whether the prisoner was not residing at Coverty last before his detention?,['Whether the prisoner was not residing in Covertij before his detention?'],"['Firstly, Whether the prisoner has previously resided in Covertij before his current imprisonment?']","['Firstly, whether the prisoner has not resided at Covertij before his detention?']","['Firstly, or if the prisoner was not residing at Covertij prior to his detention?']",,,1. yes 2. no 3. yes 4. yes,1. yes 2. yes 3. yes 4. yes 'eerstelijk' was lost ,1. yes 2. no 3. yes 4. yes ,1. yes 2. no 3.yes 4. yes,1. yes 2. no 3. yes 4. yes 
2,14,"Implorende hier op uweled: achtb: nobile judicis officium, [get.] J: W: H: van
Rossum.","Imploring here you honourable lord nobile judicus officium, [signed] J. W. H. van Rossum.","['Imploring hereby your honourable judicial office, [signed] J. W. H. van Rossum.']","['Requesting you honourable noblemen to persist in your honourable judge’s office, [signed] J. W. H. van']","['Imploring your honourable noble judicis’ office, [signed] J. W. H. van Rossum.']","['I implore you on your honor: consider the noble judicial office, [get.] J: W: H: van Rossum']",,,,,,,
1,14,Fernando rooms cristen en Mocqua inwoonder tot Taijka thans ’sheeren gevangen der andere zijde.,"Fernando, Roman Christian and Mocqua, resident of Taijka, currently the lords’ prisoner on the other side.",['Fernando room’s Christian and Mocqua inhabitant on this side of Taijka currently'],"['Fernando, Roman Christian and Mocqua resident, of Taijka, currently their honours’ prisoners']","['Fernando, a room Christian and Mocqua resident of Taijka, currently the lords']",['Fernando converts Rooms to a Christian and Mocqua as an inhabitant of Taj'],,,1. yes 2. no 3. yes 4. yes,1. no 2. yes 3. yes 4. yes last part lost,1. yes 2. no 3. yes 4. yes ,1. yes 2. yes 3 . No 4. yes 'rooms' mistranslated 'gevangene' not translated ,1. no 2. yes 3. no 4. yes mistranslated
2,14,Of Parambil Barkie geen drie daegen daar na weer bij haar gekoomen is geweest?,Whether Parambil Barkie did not return three days later?,"['Whether Barkie, mentioned in the third mention, had not returned again to her']","['Whether Parambil Barkie had, three days later, indeed returned to her?']",['Whether Parambil Barkie did not return three days later?'],['Has Barkie of Parambil not been there again within three days after that?'],,,,,,,
5,15,"Antw: ja dat weet ik wel, maar die meijd is een slavin van mijnen vrunden?","Answer: Yes I do know that, but this meijd is a slave of my friends.","['Answer: Yes, but that meijd is a slave woman of my vrunden?']","['Answer: Yes, I do know that, but that meijd is a slave of my']","['Answer: Yes, I do know that, but that meijd is a slave of my friend’']","[""Answer: Yes, I know that, but is the maid a slave of my friend's?""]",,,1. yes 2. no 3. n/a 4. yes,1. yes 2. yes 3. n/a 4. yes 'meijd' and 'vrunden' not translated,1. yes 2. yes 3. n/a 4. yes 'meijd' was not translated 'vrunden' was lost,1. yes 2. yes 3. n/a 4. yes 'vrunden' was made singular in translation should be plural,1. no 2. no 3. n/a 4. yes the sentence structure changed to a question probably because of the confusing question mark 
9,15,"En dat dierhalven volgens de wetten, aen de straffe des doods, sig schuldig gemaekt heeft?","And that thus according to the laws, he has made himself liable for the punishment of death?",['And that he has marked himself guilty of death according to the laws?'],"['And that, according to the laws, has made himself guilty of the death penalty?']",['And that thereby she made herself guilty of the death penalty according to the laws?'],"['And has that creature, according to the laws, on the penalties of death, been made guilty?']",,,1. yes 2. no 3. yes 4. yes,1. no 2. yes 3. yes 4. yes mistranslated,1. no 2. no 3. yes 4. yes meaning of the sentence mistranslated,1. no 2. yes 3. yes 4. yes mistranslated,1. yes 2. yes 3. yes 4. yes mistranslated
9,16,Of den relatant wel weet dat hij op Cranganoor woo[n]agtig en wie sijn voorsaat geweest is?,Whether the testifier knows that he resides at Cranganoor and who his voorsaat was?,['Whether the testifier does know that he was arrested at Cranganoor and who was his employer?'],['Whether the testifier knows well that in Cranganoor he was someone important and who was his predecessor?'],['Whether the testifier does know that he is residing at Cranganoor and what his profession has been?'],['Who knows if he dwells on Cranganore and who was his forebear?'],,,,,,,
5,16,Of den gev: binnen de stad komende haar aan mevrouw commandeurs niet te koop gepresenteert heeft?,"Whether the prisoner, entering the city, had not offered her up for sale to the commander’s wife?","['Whether the prisoner, coming to the city, did not present her for sale to the commander’s']","['Whether the prisoner, arriving in the city, did not present her to the commander’s wife for']","['Whether the prisoner, coming into the city, did not present her for sale to the commander’s']","[""Has she not presented herself to the commander's wife upon entering the city for sale?""]",,,1. yes 2. no 3. yes 4. yes ,1. yes 2.  yes 3. yes 4. yes 'wife' lost ,1.yes 2. yes 3. yes 4. yes sale lost,1. yes 2. yes 3. yes 4. yes 'wife' lost,1. yes 2. yes 3. yes 4. yes haar mistranslated as zichzelf 
5,16,Of den gev: binnen de stad komende haar aan mevrouw command:s niet te koop gepresenteert heeft?,Whether the prisoner entering the city had not offered her up for sale to the commander’s wife?,"['Whether the prisoner, coming into the city, did not present her for sale to the commandment’']","['Whether the prisoner, arriving in the city, did not present her to the commander’s wife for']","['Whether the prisoner, coming into the city, did not present her for sale to the commander’s wife']",['Has she not presented herself to the lady commander upon entering the city for sale?'],,,,,,,
9,16,"Of sijn hoogh:t parthijen gehoord hebbende, den deposant niet g’ordonneert heeft, om een eed afte leggen?","Whether when his highness had heard [the] parties, he had not ordained the deponent to take an oath?","['Whether hearing this, the deponent had not been ordered to take an oath?']","['Whether hearing his high honour, the deponent did not ordain, to swear an oath?']",['Whether his highness hearing his parthijen did not order the deponent to take an oath?'],"['If they have heard of his highness, the deposant has not been ordered to take an oath?']",,,,,,,
5,16,"Of den moor Miram 40. dan wel 25. fanums gepreetendeerd heeft van de wassers, en hem?","Whether the Moor Miram demanded 40 or 25 fanums of the wassers, and him?","['Whether the Moor Miram, pretending to be 40, or 25 fanums, demanded']","['Whether the Moor Miram has demanded 40 or 25 fanums from the wassers, and have they']","['Whether the Moor Miram demanded 40 fanums, or 25, from the wassers,']","['Of the moor Miram has been promised 40, but well 25, by the wassers,']",,,1. yes 2. no 3. no 4. no 'wassers' not translated ,1. no 2. yes 3. yes 4. no sentence mistranslated,1. no 2. no 3. no 4. no 'wassers' not translated the phrase 'and have they' is added,1. yes 2. no 3. no 4. no 'wassers' was not translated,1. no 2. yes 3. no 4. no 'fanums' lost and sentence mistranslated
5,16,Of sij bij het hoofd van de wassers den wel bij de wasser Barido gewoont heeft.,Whether she lived with the chief of the wassers or the wasser Barido?,"['Whether he went to the chief of the wassers, the one known to the']",['Whether she had lived with the wel by the wasser Barido at the chief of the w'],"['Whether she had been in the habit of going to the chief of the wassers,']","['If they were at the head of the washerwomen, they were accustomed to']",,,,,,,
5,17,"Gerecolleerde attestatie van de christen wassers Jaco, Manuel, en Barido nevens het hoofd derselven Manuel, N:o 4.","Verified testimony of the Christian wassers Jaco, Manuel and Barido besides their head Manuel, Number 4.","['Verified statement of the Christian wassers Jaco, Manuel, and Barido besides the head of their kind Manuel, number 4.']","['Verified testimony of the Christian wassers Jaco, Manuel, and Barido as well as their chief Manuel, Number 4.']","['Verified statement of the Christian wassers Jaco, Manuel and Barido and their chief Manuel, Number 4.']","['Collected certificate of the Christian washers Jaco, Manuel, and Barido, next to the head of himself Manuel, No. 4.']",,,1. yes 2. no 3. yes 4. yes,1. yes 2. no 3. yes 4. yes ,1. yes 2. no 3. yes 4. yes ,1. yes 2. no 3. yes 4. yes,1. yes 2. no 3. yes 4. yes 
