system,prompt,chosen,rejected,length,Label
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Dat de wasvrouw weer gerepliceerd had dien Malabaar kenne ik en zal hem gaan opsoeken en aan haar man daar kennis van g’geven had, dewelke daarop heen was gegaan om den gevangen optevatten, en hem bij den rat: off: eijscher gebragt had, die na gedaane onderzoek het meisje voorn: van haar comparante had laaten afhaalen, en aan desselfs opvoedster weer in handen gesteld.","That the wasvrouw had again replied, I know that Malabarian and will find him, and had notified her husband of this, who had then gone to seize the prisoner, and had brought him to the eijscher in his official capacity, who, after the conducted research, had sent for the aforementioned girl to be fetched from her deponent, and had returned her to her caretaker.","That the washerwoman had again replied that she knew that Malabar and would go to seek him out and had informed her husband thereof, who thereafter had gone to apprehend the prisoner, and had brought him to the attorney for further inquiry, who after the conducted investigation had the aforementioned girl taken away from her guardian, and returned her into the hands of her caretaker.",63,2
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Men merke hier in ’t voor bij gaan, de weergaloose onnoselheijd, ja men mag wel zeggen krasse domheijd van gem: Chego Ittamen aan de eene, en aan de andere zijde de schelmagtige doortraptheijd van den gev: in desen.","One should notice here in passing the unmatched silliness – yes, one may say grave stupidity – of the mentioned Chego Ittamen on the one side, and the
roguish cunningness of the prisoner in this case on the other.","One should note here in passing, the unparalleled innocence, nay, one might well say the sheer foolishness of said Chego Ittamen on the one hand, and on the other hand the cunning villainy of the accused in this matter.",38,10
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Mij present, [get.] Joan Klijn, secret:s.","In my presence, [signed] Joan Klijn, secretary.","In my presence, [signed] Joan Klijn, secretary.",6,5
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Heer van Meeckeren,
Ontvangen UE: brieff, opsigt van dewelke quam mij in memorie of geheugenisse onse oude vriendschap, en schoon UE: deselve vergeten heeft, sal ik tot er dood niet naar laten daar aan te gedenken.","Lord van Meeckeren,
Received your honourable’s letter, with respect to which came to me in memory or recollection of our old friendship, and if your honourable forgot [about] it, I will not forbear to make [you] remember it.","Lord of Meeckeren, Received Your letter, upon sight of which came to my memory or remembrance our old friendship, and although Your Excellency has forgotten it, I shall not cease to think of it until my death.",36,7
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Accordeert, [get.] Joan Klijn, secret:s.","Approves, [signed] Joan Klijn, secretary.","Agreed, signed Joan Klijn, secretary.",5,7
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Antw: Een visnet van 700. fan:s, en al de klappers van de boomen, bedraegende 120. fan:s voor 600. klappers.","Answer: A fishnet of 700 fanums, and all the klappers of the trees, amounting to 120 fanums for 600 klappers.","Answer: A fishnet of 700 fan:s, and all the coconuts from the trees, amounting to 120 fan:s for 600 coconuts.",19,9
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","In mijn kennis, [get.] J: V: D: Poel, g: klerk.","In my knowledge, [signed] J. V. D. Poel, sworn clerk.","In my knowledge, [signed] J: V: D: Poel, sworn clerk.",10,2
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Voor de vertaling, [get.] B: D: Brouwer, tolk.","For the translation, [signed] B. D. Brouwer, interpreter.","For the translation, [signed] B: D: Brouwer, interpreter.",8,5
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Gelijk dat niet duijster blijken sal, bij ’t geen den gevangen in den hoofd deses gemelt komt te berde te brengen, ten lasten van den christen Colatta Tarre Antij; niet tegens staande hij om sijnent wille desselvs woonplaats heeft moeten verlaeten, en veele schade lijden, want Z: E: agtb: sal bij ’t naegaen van de hiernevens geproduceerde klagtdepositien, en relaas geq:t no: 1. 2. 3. en ’t ten genoegen ontwaeren, dat den gev: nu omtrent 5. â 6. maanden geleeden bij en ten huijse van [gem: . . .] Edda Mine Coedoe ter besoe[k bij he]m sijnde, aldaar 3. dagen geblev[en] is.","Just as this will appear clearly through what the above mentioned prisoner is conveying against the Christian Colatta Tarre Antij, not withstanding that for his sake he was forced to leave his residence and suffer great damage, because the honourable lords will satisfactorily discern through the verification of the accompanying depositions of complaint, and statement cited under number 1, 2 and 3, that about five to six months ago the prisoner was visiting at and in the house of the [. . .] Edda Mine Coedoe, and stayed there for three days.","As will become evident, by what the prisoner in the head of this appears to bring forth, against the Christian Colatta Tarre Antij; notwithstanding he had to leave his residence, and suffer many damages for his sake, for H: E: will with the investigation of the complaints, and report stated herein, notes no: 1. 2. 3. and the satisfaction discover, that the prisoner about 5 to 6 months ago, being and staying at the house of [mentioned: . . .] Edda Mine Coedoe, remained there 3 days.",102,9
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Hier mede fineerde de comparante deeze haare verleende verklaaring, die zij betuigde de zuivere en oprechte waarheid te comprehendeeren.","Hereby the deponent ended her given statement, which she declared to contain the whole and honest truth.","Herewith concluded the appearer this her granted declaration, which she declared to comprehend the pure and sincere truth.",19,2
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Mij present, [get.] Joan Klijn, secret:s.","In my presence, [signed] Joan Klijn, secretary.","Present, [signed] Joan Klijn, secretary.",6,6
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","En hij gev: op de 21: en 22: aan hem bij het recollement voorgehoudene vragen sulx selfs moet bekennen egter de schuld nog al op gem: ragiadoor tragt te schuijven,
maar indien voorheenen reeds aangethoont is, dat het voorgeven van den gev: in leugens bestaat, soo vervalt dese frivoole excuus ook van selve, soo dat hem geen de minste verschooning kan te staade komen; om hem van de gestatueerde straffen te bevrijden.","And the prisoner has to acknowledge such in the questions asked of him during the verification on the 21st and 22nd; however, [he] still tries to blame the mentioned ragiadoor, but as it already been demonstrated that the pretence of the prisoner consists of lies, thus this frivolous excuse naturally expires, so that not the least exculpation can come to his help to free him from the statuated
punishments.","And he gives: on the 21st and 22nd, to him, during the confrontation, the questions posed must themselves admit it, however, he still tries to shift the blame onto the said ragiadoor, but if it has already been shown previously that the assertions of the accused are false, then this frivolous excuse also falls away by itself, so that no exoneration can come to him; to free him from the stipulated penalties.",72,10
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Antw: Ja, hij is verscheijde maalen daar gekomen om zijne vrienden te besoeken, dog weet ik niet wat hij daar te verrigten heeft gehad.","Answer: Yes, he has come there several times before to visit his friends, but I do not know what he had to do there.","Ans: Yes, he has come there several times to visit his friends, but I do not know what he had to accomplish there.",24,10
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Accordeert, [get.] Joan Klijn, secret:.","Approves, [signed] Joan Klijn, secretary.","Agreed, [signed] Joan Klijn, secretary.",5,7
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Accordeert, [get.] H: W:n Koller, secret:s.","Approves, [signed] H. W.n Koller, secretary.","Agreed, [signed.] Mr. W:n Koller, secretary.",6,4
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Rooms christen Jacô: Mocqua en inwoonder tot Taijke welke op de afvragingh van den pl: fiscaal s:r Otto Cloot getuijgt en verklaart gelijk hij doet bij desen, hoe dat den mede Mocqua Bastiaan gen:t op den 8 deser ’s avont omtrent 10: uuren aan den deposants woonhuijs is gekomen, en tegens den selven gesegt heeft, komt gaat mede naar Cochim daar sijn er nogh meer luijden die mede derwaarts willen gaan, waarop hij deposant niet tegenstaande den selven een weijnigh beschonken was, sigh met nogh drie personen als Fernando, Ittij Commera en even gen: Bastiaan heeft op de reijse begeven, en is met haar op Manicôrde gekomen, daar Fernando tegens hem depos:t zeijde komt laat ons Ittij Commera verkopen hij depos:t g’antwoort heeft, ik kan geen Portugees en ingevalle ue: den selven wilt verkoopen soo moet gij daar een ander toe gebruijken die taal kundig is, waar op zij verder d’ reijse voort geset hebbende naar Mattanscherij alwaar ten huijse van eenen lascorijn gen:t Laurens, ingekeert zijn; voorts en ten laasten depos:t hij, dat Fernando Ittij Commera en Laurens zijn naar Cochim gegaan dogh hem onbeken[t] zijnde tot wat eijnde off om wat reden.","The Roman Christian Jacô Mocqua and resident of Taijke who, after the interrogation by the deputy fiscal sir Otto Cloot, testified and attested hereby, how the fellow Mocqua named Bastiaan arrived at the deponent’s house on the 8th of this month in the evening around 10 o’clock, and told him, come with me to Cochim, there are more people who want to come with us thither, whereupon the deponent, notwithstanding that he was a little drunk, travelled with three more persons, Fernando, Itti Commera and aforementioned Bastiaan, and arrived with them on Manicôrde, where Fernando told the deponent, come let us sell Itti Commera, to which the deponent answered, I cannot speak Portuguese and in case you want to sell him, you must use someone who knows the language, whereupon they continued their journey to Mattenscherij, where they entered the house of a lascorin named Laurens; furthermore and lastly he declared that Fernando, Itti Commera and Laurens left for Cochim, yet it was not known to him to what end or reason.","Roman Catholic Christian Jacob Mocqua, resident in Taijke, who upon questioning by the fiscal Mr. Otto Cloot, testifies and states, as he does hereby, that the fellow Mocqua named Bastiaan came to the deponent's residence on the 8th of this month around 10 o'clock in the evening and said to him, Come, go with me to Cochim; there are other people who also want to go there, to which he, the deponent, despite the fact that the same Bastiaan was slightly intoxicated, set out on the journey with three other persons, namely Fernando, Ittij Commera, and the aforementioned Bastiaan, and they arrived at Manicorde, where Fernando said to him, the deponent, Come, let us sell Ittij Commera. He, the deponent, replied, I do not speak Portuguese, and if you wish to sell the same, then you must use another person who is knowledgeable in that language. Whereupon, they continued their journey to Mattanscherij, where they took lodging at the house of a lascor named Laurens; furthermore, and finally, he, the deponent, stated that Fernando, Ittij Commera, and Laurens have gone to Cochim, though he does not know for what purpose or for what reason.",194,1
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Niet alleen, dat den Chego Ittamen, die siende voor den gev: bedroogen te zijn aan de hijsvrouw van gem: vlaggeman ten eersten heeft tekennen gegeven, dat hij geen slaaf maar een vrijgebooren mensch.","Not only that the Chego Ittamen, seeing that he was betrayed by the prisoner, informed the housewife of the mentioned vlaggeman that he was not a slave but a freeborn person.","Not only, that the Chego Ittamen, who seeing himself deceived by the wife of the aforementioned flagman, firstly declared, that he is not a slave but a free-born man.",33,10
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","en wel hoofdzaakelijk dat zij tweede gevangene voorm: meisje heeft aangehouden gehad om daar meede gewin te drijven, wijl zij zeedert lange reets voor een bedreevene handelaresse in zoortgelijke negotie, zo wel bij den rat: off: eijscher als bij het algemeen bekend staat.","And primarily that she the second prisoner had kept the girl to make a profit, as she has already for a long time been known as a proficient trader in such trade, both to the eijscher in his official capacity as in general.","and particularly that she detained the second prisoner, aforementioned girl, to profit from same, as she has long been known as an experienced trader in such business, both to the honorable prosecutor and to the public at large.",43,2
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",Hoedanig en waar den gev: haar gekent heeft.,In what capacity and where the prisoner has known her?,How and where the prisoner has known her.,8,5
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Den req:t ex officio overlevert in Rade een schriftelijk dictum, en verdere g’annexeerde papieren, concludeerende tot largatie.","The petitioner ex officio hands over a written dictum, and further annexed papers, concluding release.","The requirant ex officio delivers to the Council a written dictum, and further annexed papers, concluding to largess.",17,6
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","en had nu den gev: E: agtb: heeren aen het aan hem opgelegde feijt schuldig geweest, off uijt vreese zijn vrouw, en kinderen verlaten hebbende, zig fugatief gesteld, wie soude daer de oorsaek van zijn geweest?","And had the prisoner been guilty of the charge levelled against him [by] the honourable lords, or fled leaving his wife and children out of fear, who would have been the cause of that?","And had the honorable gentlemen been guilty of the charge imposed on him, or out of fear abandoned his wife and children, making himself a fugitive, who then would have been the cause of it?",36,7
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Philostratus schrijft op dit fondament, dat Apollonius weijgerde met den koning van Persien ter jagt tegaan om geen aanschouwer te zijn van de gevankenis of slavernije der wilde beesten, die men jegens deselve exerceert contrarie het regt der natuur.","Philostratus writes that [it was] on this ground that Apollonius refused to go hunting with the king of Persia so as not to be a spectator to the imprisonment or slavery of the wild animals, that one exerts against them contrary to the law of nature.","Philostratus writes on this foundation, that Apollonius refused to go hunting with the king of Persia so as not to be a spectator of the captivity or enslavement of the wild beasts, which is exercised against them contrary to the right of nature.",39,10
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Antw: Ik heb geen misdaat bedreven, die diergelijke swaare straffe verdient, maar op het seggen van mijn makker, dat het sijn slavin was, ben ik meede gegeaan.","Answer: I have committed no crime that deserves such heavy punishment, but on the word of my friend that it was his slave, I went along.","Answer: I have committed no crime that deserves such severe punishment, but upon my comrade's saying that it was his slave, I went along.",27,5
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ",Om ten minsten een uitterlijke scheijn van slaafbaarheijd te kunnen verthoonen,To be able to demonstrate at least the appearance of slaveability.,To at least be able to display an outward appearance of servitude,11,10
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Compareerde andermael voor de naergenoemde gecommitteerde leeden uijt den agtb: Raad van Justitie deser steede den attestant gem: in de voorenstaande verklaring, dewelke hem attestant nu wederom ten overstaan van den ondercoopman, en fiscael deser commanderije Corijn Stevens, en in de tegenwoordigh:t van den g’arresteerde jood Abraham Assuri door mij secretaris van woorde tot woorde voorgehouden, en door de vertaaling van den ondertolk Balthasar den Brouwer wel en deuijdelijk te verstaan gegeven zijnde, verklaerde hij attestant bij het ter wedergesteld in voorsz: sijne verklaering ten vollen te blijven persisteeren, sonder eenige de minste veranderinge te begeeren, met dese bijvoeging nogthans, dat toen den jonge Moessa met dien gewaende slaef in sijn attestants huijs quam, hij attestant heeft leggen slaepen, en door sijn mijd geport is geworden; voorts heeft hij attes:t het voorenstaende naeder bekragtigt, door het opsteeken der twee voorste vingeren van sijn regter hand, en het uijtspreeken deser woorden Soo waarlijk helpt mij god allmagtigh.","There appeared again before the undermentioned delegated members of the honourable Council of Justice of this city the testifier mentioned in the preceding statement, which was now again presented to the testifier word for word by me [the] secretary in the presence of the second merchant and fiscal of this district, Corijn Stevens, and in the presence of the arrested Jew Abraham Assuri, and explained plainly by translation of the junior interpreter Balthasar den Brouwer, the testifier declared that he persisted fully with his aforementioned statement, without desiring the slightest alteration, however with the addition that when the jongen Moessa with the presumed slave arrived in the testifier’s house, the testifier had been sleeping, and was nudged by his maid; furthermore, the testifier has further affirmed the aforementioned, by raising the first two fingers of his right hand and pronouncing these words: So help me God Almighty.","Appeared once more before the aforementioned commissioned members of the honorable Council of Justice of this city the witness mentioned in the foregoing declaration, who now again in the presence of the undermerchant and fiscal of this commanderij, Corijn Stevens, and in the presence of the arrested Jew Abraham Assuri, by me, the secretary, word for word presented, and by the translation of the under-interpreter Balthasar den Brouwer clearly and distinctly communicated, he the witness declared upon restatement in the aforementioned his declaration to fully persist, without desiring any the slightest change, with this addition, nevertheless, that when the young Moessa with the alleged slave came into his the witness’s house, he the witness was sleeping, and was summoned by his maid; furthermore he the witness affirmed the foregoing more closely, by raising the two foremost fingers of his right hand, and uttering these words: So truly help me God Almighty.",156,3
"You are a helpful assistant designed to help users translate text from early modern dutch to english. Here are some detailed instructions for translation of sentences from early modern dutch to modern english: (1) Retain the exact sentence structure of the original early modern Dutch text, (2) Keep the sentence length to the same as the original, (3) Preserve all proper nouns (names, dates, events, places, objects) exactly as they appear in the original text, (4) Keep any specific historical or cultural references unchanged, (5) Use contemporary English while retaining the formal or archaic tone of the original early modern Dutch text where appropriate, (6) Avoid contemporary slang or colloquial expressions and (7) Please only include the english translation of the early modern dutch text in your response. Please translate the following early modern Dutch text sentence into contemporary English text: ","Als gecommitt:s, [get.] Joh: van Dooreslaar, J: J: Lemmet.","As delegates, [signed] Joh. van Dooreslaar, J. J. Lemmet.","As authorized commissioners, [signed] Joh: van Dooreslaar, J: J: Lemmet.",9,8
